AGE,AMT1
4,7600
45,26800
28,21900
46,21900
24,41400
61,90900
49,150000
43,105600
59,139400
62,109100
43,456400
43,10000
48,13900
39,101800
28,64800
54,46400
34,88900
48,8000
38,50000
38,6400
49,20000
48,88600
24,20000
5,28800
14,46200
46,36600
37,71900
40,320100
60,-26300
60,26300
40,45600
40,81200
70,38110
43,109100
55,8200
48,101800
34,10300
42,100000
43,101800
45,1800
17,101800
53,101800
38,71800
48,101800
68,475700
68,103200
42,475700
64,26300
4,13300
45,23800
37,11600
65,16300
18,6400
41,6400
41,106400
51,106400
50,101800
41,6400
66,6400
64,76600
56,21900
49,21200
37,124500
34,23500
34,4500
41,69400
54,52700
8,16300
43,21200
63,6400
58,91800
24,101800
39,4500
49,6400
40,52100
40,51600
40,-52100
14,16800
42,100000
42,-101800
42,101800
17,101800
67,101800
70,106400
79,8500
32,71800
44,39300
40,91800
49,101800
50,101800
39,101800
35,4000
35,456400
54,556400
43,6400
2,7700
54,76800
43,82000
7,3000
7,47000
11,16300
50,71800
37,76400
47,64800
37,101800
11,27500
54,22900
54,6400
7,67100
7,111400
37,22900
40,12600
55,101800
51,101800
39,101800
43,206400
53,101800
40,91800
49,14600
50,101800
36,91800
59,20000
59,1500
59,76400
49,32900
71,62100
47,6400
42,13600
46,12600
14,12200
36,456400
36,465500
36,-456400
64,64800
37,101800
48,101800
42,91800
44,101800
51,101800
40,91800
27,91800
45,91800
22,101800
9,41400
41,8500
3,10000
63,26300
38,6400
39,13100
61,8500
37,81000
45,14100
46,66000
34,101800
36,50100
59,79300
40,82800
46,96300
42,20100
51,133700
50,26200
55,21900
29,15300
4,19600
10,25300
62,4500
43,101800
47,71800
38,101800
58,39000
6,13100
6,-14100
6,33100
39,91800
56,101800
15,46900
47,56400
27,10800
3,22800
10,53900
54,94800
56,6400
56,167700
41,69400
65,97500
39,115200
65,78900
65,3400
47,19300
57,330500
57,47200
51,76400
51,9100
56,76400
81,40600
61,48500
57,131800
29,6400
29,11200
44,6900
70,8500
42,22900
59,21900
47,20300
10,4900
50,23600
50,10000
44,15800
46,5200
46,-12400
46,12400
44,6400
58,111000
58,21000
58,-111000
40,48500
7,18400
6,24500
35,268400
14,108400
25,18100
25,7200
73,184600
44,-471200
44,471200
35,120100
38,13500
54,21900
65,6400
7,14300
47,467600
47,-467600
47,467600
32,4500
46,8500
42,10500
33,26100
45,6400
54,72900
22,3000
22,26900
57,6400
39,8500
36,79100
46,29000
52,100000
52,21400
45,33400
40,120300
75,-476500
75,476500
39,101800
34,6400
68,101800
40,6000
46,12400
49,101600
37,22900
38,22900
55,94600
58,5500
22,143600
41,10200
51,86400
46,8500
46,-8500
64,78900
37,91900
39,6400
19,24200
26,25300
40,71800
5,27900
35,82200
39,6400
11,51300
24,22900
70,6400
51,94400
59,78900
48,8000
64,21900
30,8500
52,90100
58,24700
41,168000
46,31800
40,106400
54,130750
50,22500
40,101800
45,101800
48,8500
12,6400
40,20100
45,106400
44,147500
52,15300
40,26900
44,20100
9,16800
27,456400
27,72500
55,120600
2,7700
8,13300
12,58600
45,8500
9,61000
38,8500
48,6400
58,26900
12,13400
59,12700
79,133700
48,9000
52,21900
55,13300
58,136900
37,25600
8,59500
56,21900
34,6400
62,96400
62,70000
74,29000
2,4600
40,466800
40,-456400
40,456400
37,12000
46,10380
65,6400
51,476300
28,31700
53,6400
38,8800
38,471200
38,8500
54,67500
82,28700
40,55800
40,483500
58,71800
68,51600
28,79500
55,101800
55,-71800
55,71800
62,8500
35,6400
44,62100
37,11990
60,21700
54,16300
55,32100
62,14900
36,8500
42,52400
61,15300
28,51800
61,26300
56,101800
54,101800
47,8500
23,70100
39,8500
24,76000
15,71800
11,42400
0,2500
31,80500
42,120700
62,45200
44,54600
35,141600
29,32700
46,26700
44,84300
56,20100
71,178900
37,8500
56,479000
54,29100
62,39700
44,16800
35,20100
54,62100
52,94400
38,28500
28,71800
28,70000
22,20000
22,-20000
22,20000
22,470100
55,16600
40,81500
17,3000
17,11100
33,71800
47,8500
52,122000
39,118700
66,74300
67,474000
48,70000
56,9900
28,128100
65,101800
50,101800
52,2700
52,91800
65,101800
48,101800
40,100000
40,6000
40,100000
40,6000
56,475700
56,132800
47,91800
53,101600
36,101800
29,61000
62,37400
59,7400
42,80200
38,29000
5,33700
71,-479000
71,479000
4,88800
75,608500
10,77000
2,50100
27,10000
30,14400
44,6400
43,19900
65,8500
65,98500
14,25300
48,12600
9,16690
49,109400
59,97650
44,130200
67,21200
45,25300
45,-24400
45,24400
37,6400
42,8500
28,141800
49,6400
54,78900
75,8500
15,40780
15,52700
35,79300
60,15300
47,458500
32,141800
43,6400
8,22800
40,507300
50,101800
44,101800
48,101800
39,101800
53,91800
30,22900
67,58800
37,6400
54,26300
51,91500
60,18000
42,62200
65,6400
37,122500
46,14100
38,10000
16,5600
32,127900
57,9100
23,85800
9,20700
28,20000
48,-15200
48,15200
44,11700
32,22100
38,8500
43,71800
28,71800
8,107900
52,252000
41,8500
66,20000
38,-51700
38,51700
38,50400
55,29000
37,24600
61,31900
37,87600
50,180900
4,48200
40,9800
40,467600
34,14300
5,16600
46,135200
2,27200
36,6400
76,155700
76,157850
76,-155700
67,120000
51,44300
44,11400
46,101800
35,101800
66,101800
40,100000
37,71800
54,-101800
54,106400
54,101800
37,101800
4,117800
60,79100
26,8500
82,5500
16,5600
65,8500
61,23000
34,6400
43,13300
43,17600
88,6400
10,23500
55,12000
50,26300
66,6400
46,27400
2,33600
25,437900
12,24000
44,78700
42,67700
60,56000
13,28000
35,470100
41,74300
20,111400
51,27000
27,6400
39,106400
51,82700
36,79900
10,38600
39,20100
38,20100
10,150400
66,-1900
66,3400
66,1900
40,84700
39,116300
3,31600
40,13200
74,97700
43,129400
47,40400
50,43000
29,61000
55,17600
15,8500
50,17600
46,24200
37,143100
45,15800
20,20300
59,90500
61,29000
49,16500
38,1000
38,112400
56,6400
56,8500
41,106200
69,476300
69,54200
68,21900
73,306400
73,101600
73,95700
73,-109600
59,33500
35,466300
57,10000
61,103100
4,17300
66,99100
66,-91800
66,91800
41,75800
69,6400
69,6400
56,76400
37,390400
37,-390400
37,340400
37,101800
63,71800
37,91800
22,101800
45,91800
43,101800
28,12300
59,77700
34,27000
60,20200
37,78600
42,104500
59,6400
43,20100
34,926700
34,39800
34,-43300
34,43300
2,44300
38,101800
40,71800
44,91800
24,29600
8,39500
38,69400
56,132300
11,111700
57,6400
0,23300
0,-26300
0,26300
46,23800
63,69100
40,39200
45,18000
41,6400
23,83700
27,8500
49,101800
43,101800
17,101800
49,101800
40,100000
7,34100
42,13600
50,6400
54,8500
40,198100
34,13000
44,456400
46,15200
46,74500
34,17100
54,456400
39,18900
50,4500
31,9300
51,12500
47,48500
36,456400
46,76400
52,30180
45,12200
48,12300
57,88600
50,-93100
50,93100
50,76400
8,35600
73,38400
6,6400
66,20000
67,40000
63,90000
47,6400
82,101000
82,456400
52,182300
44,20100
36,91800
4,106200
37,22900
65,8500
33,76400
63,30000
63,40000
56,-476700
56,476700
56,-31100
56,31100
60,27400
51,27700
44,91200
40,42000
46,6400
64,14200
36,22900
66,24200
46,14100
43,115400
44,29700
63,6400
9,6400
11,9400
11,-26400
11,26400
28,8500
37,17700
32,9300
48,27100
62,1000
62,22900
54,119000
28,103500
11,159400
28,128100
14,9800
62,24800
36,3000
36,10300
43,22000
52,21900
35,144200
60,52700
63,76400
54,106400
59,80200
50,15300
62,15800
70,21900
50,10000
38,20000
73,80900
41,6400
48,16300
65,6400
41,6400
51,88500
22,42400
34,12600
34,65200
57,9400
9,15340
53,26300
37,94300
43,22900
35,19700
53,20600
39,130300
50,8500
46,53000
26,14300
41,472900
38,11000
32,127900
27,23600
8,22100
25,125300
37,101800
41,71800
8,12000
59,157600
48,10000
48,18000
51,26300
45,9500
23,10000
57,52700
54,80500
77,9000
71,9000
44,6400
65,108300
58,17600
46,48500
48,9100
43,50200
52,11990
52,-12300
52,12300
19,456400
58,23000
44,52700
62,18000
48,6400
11,100400
76,11600
61,6400
47,171800
52,33100
64,-800
64,800
49,101800
64,51800
39,101800
47,71800
53,101800
53,101800
51,101800
9,38500
27,76400
42,306400
59,78400
51,37400
53,456400
46,456400
45,256400
56,69400
15,17000
57,6400
40,64500
13,11000
52,479000
12,74900
63,29000
58,110100
45,126400
37,126400
54,12300
76,17600
84,426800
5,6200
81,11800
50,6400
44,88600
1,51300
56,24400
48,26300
4,46900
49,82000
49,101800
65,151800
37,90000
50,101800
52,94500
48,101800
37,104500
41,101800
47,91800
54,101800
33,101800
29,104500
48,101800
7,12200
40,6400
46,152300
62,4500
46,10380
49,78900
51,11700
52,11990
45,531000
38,-480500
38,480500
49,84100
46,129000
64,17800
64,189000
42,109100
59,8500
67,560700
62,104500
62,8500
25,470000
25,10000
25,1000
32,95800
73,39100
78,100200
41,31900
7,138000
26,43400
58,14100
55,6400
27,17600
27,13500
36,206400
36,30000
36,606400
36,-206400
36,-450000
36,450000
20,106200
69,55950
36,40000
45,458500
46,20100
46,92800
11,13100
5,66200
64,76400
40,78900
76,153000
54,10000
55,6400
40,475700
40,163200
56,115750
56,23000
53,6400
50,71800
41,29000
9,20100
35,17600
45,56300
17,14100
14,91000
70,119200
48,101800
44,133400
87,6400
7,74600
7,13100
9,18600
9,23700
29,6400
